"name","screen_name","text","polarity","subjectivity","label"
"mister35mm","mister35mm","Facing $750 Million Ad Boycott, YouTube Implements Broader Demonetization Policies https://t.co/OtvtRHdDVJ via @tubefilter","0.00","0.00","NEGATIVE"
"Tabrez Ahmad","tabrezahmad","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"cumnbuk.com","cumnbuk","GOI took the historical n suicidal decision - demonetization
But as per me everything has become worsened.

People buys in cash only","0.00","0.50","NEGATIVE"
"Ss","sudarshansathy1","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Anandraj","anandraj_cgl","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"सतिंदर","Satinder_51","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"yashchandan .","yashchandan3","Indian Politics: Why Demonetization Was Not Such A Bad Move As It W... https://t.co/8qsukE9PLB","-0.35","0.58","NEGATIVE"
"Pradeep sharma","_raja_babu","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Dr Sudhakar Phulekar","PDrsudhakar","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Sulaiman Mohd Khan","sulaimanmkhan","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Rahul Chandra","caprahulchandra","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Strategy 4 India🇮🇳","sachin_iilm","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Mohammed Meraj","Anti_31Percent","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Lakshmi Srikanth","lakshmisrikant7","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Anupam T","t_anupam","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"James Jimmy Cieloha","jamesjimcie","RT @SpencerKarter: If it wasn't for #YouTuber #PhilipDeFranco, I wouldn't know about #YouTube's #Demonetization #PRnightmare long time ago.…","-0.05","0.40","NEGATIVE"
"James Jimmy Cieloha","jamesjimcie","RT @SpencerKarter: @olderbrother21 Don't worry pal! I'm getting this #YouTube #Video an #Appeal for 2nd time. I hate #AdsenseGate #Demoneti…","-0.40","0.45","NEGATIVE"
"rohithshetty","rohithshetty","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"sghosh","ghosh121","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Ravish Dave","ravsd88","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"RAHUL","rahulgahlot008","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Chetan Anand Joshi","joshi_messi","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Amir J Khan","AmirJKhan2","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Prateek Ganju","prateek_ganju","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Manas Srivastava","manas136","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Harsh","Harsh15573477","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"NS Coastal Karnataka","Niru280475","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Suhana","Suhana41","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"anil kumar yadav","yadav660","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Anand","anand153","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"James R","Realpersonpltcs","RT @ANTHONYBLOGAN: The thing about is I can review the demonetization, but it might take 24 hours.  By the time they reinstate it, peak vie…","0.00","0.00","NEGATIVE"
"Shamantha Raj","Shamantharaj","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Tamasic Pravrati","hinduleft","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Allaudin","alldin007","India then #Demonetization
india now #DeHumanatization","0.00","0.00","NEGATIVE"
"South Ganga","southGanga","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Gowtham Shiva","iamgowthamshiva","@anusharavi10 @RidlrCHN effects of demonetization ;)","0.25","1.00","POSITIVE"
"Ankush Thakare","AnkushThakare22","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Johny Walkr¯\_(ツ)_/¯","riteshpali","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"R.RAMACHANDRAN","kamarajdisciple","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Anthony Brian Logan","ANTHONYBLOGAN","The thing about is I can review the demonetization, but it might take 24 hours.  By the time they reinstate it, peak views have subsided","0.00","0.00","NEGATIVE"
"दक्षिणपंथी राजपूत","UtsavBabel","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Harsharan Singh","email2vicky","@narendramodi Please bring strong bill for food adulteration with sever punishment. Make some move like you did with demonetization","0.43","0.73","POSITIVE"
"Anuja","Girl_AtTheGate","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Alton BH Worthington","abhworthington","RT @thwillow: ""...demonetization was nothing more than an acute but temporary inconvenience, of the type to which living in India makes one…","0.55","0.70","POSITIVE"
"allinall","AIOISOIA","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Mannan Projects","MannanProjects","RT @wef: Demonetization in #India: A political and monetary miracle? https://t.co/fVaqWJ60eH https://t.co/8HVNtCYul0","0.00","0.10","NEGATIVE"
"Abhishek Kr. Singh","abhi_leo1","RT @ParagGorghate: @RoevanScoob @Khushireturns @aquasanjay @haardik2005 @bsindia Greatest economist is modi. Only he can think of demonetiz…","0.50","1.00","POSITIVE"
"Paul Staniland","pstanpolitics","RT @thwillow: ""...demonetization was nothing more than an acute but temporary inconvenience, of the type to which living in India makes one…","0.55","0.70","POSITIVE"
"Romeo ki Juliet 💃","Khushireturns","RT @ParagGorghate: @RoevanScoob @Khushireturns @aquasanjay @haardik2005 @bsindia Greatest economist is modi. Only he can think of demonetiz…","0.50","1.00","POSITIVE"
"vijay dwivedi","sanskruti_78","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Layna Mosley","thwillow","""...demonetization was nothing more than an acute but temporary inconvenience, of the type to which living in India… https://t.co/wIc22IzSck","0.55","0.70","POSITIVE"
"MK...!!","ydav_m","@PMOIndia You did well Demonetization, You started Bharat Swach Abhiyan but What about Increasing population day by day? Pls  Do something.","0.00","0.00","NEGATIVE"
"Shreya Singh","shreya7376","RT @brumbyOz: We all mocked demonetization bcuz we were rational. But modi won UP after that bcuz he employed it as an emotional ploy. We n…","0.00","0.65","NEGATIVE"
"Pon Suresh","pononline","@i_AjayGopi Agricultre means only water?? What is the cost of fertilizer?? Prior and post demonetization?? It has i… https://t.co/aH2DV9AKXB","0.00","0.50","NEGATIVE"
"Amit Pandey","theamitpandey3","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"ashish sethi","ashishjksethi","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"BSSharma","dentistsharma","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Siddhesh Bhobe","siddheshb","So after EVMs, what excuse will the opposition have for a drubbing? Demonetization? Liquor ban? Policing?","-0.05","0.05","NEGATIVE"
"Manokar Arumugam","AManokar","If demonetization could happen over a night, why not Farmers' loan dissolution.
@narendramodi @ndtv 
#talkfortn","0.00","0.00","NEGATIVE"
"anuraggarg","anuraggarg11","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"AjEeT","AjEeTj_20","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Praveen Shirali","pkshirali","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"जय श्री राम...","ashishK73762819","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"arunmcops","arunmcops","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Kristina Harper","Kristin17067969","RT @vaticancatholic: 51 second video: YouTube demonetization - Gun-related channels hit by demonetization campaign - https://t.co/SIk8ucHzu…","0.00","0.00","NEGATIVE"
"Anshu Rathore","AnshuRathore99","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Vaibhav Gupta","vaibhavg10","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"vishal singh chib","ChibSingh","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Layman","sourabh1972","RT @FastNewsDelhi: Must Read-&gt; How Modiji's step towards #Demonetization helped India from bigger ""DISASTER ""
#DemonetizationBenefits #Demo…","0.00","0.50","NEGATIVE"
"Ellen Anderson","ln_anderson","RT @JPAL_Global: This Thursday: J-PAL co-founder Abhijit Banerjee talking #demonetization in #India. https://t.co/w9f3AwJVZs https://t.co/q…","0.00","0.00","NEGATIVE"
"iksha","jigyasa203","RT @brumbyOz: We all mocked demonetization bcuz we were rational. But modi won UP after that bcuz he employed it as an emotional ploy. We n…","0.00","0.65","NEGATIVE"
"News-Views","Anti_Anti_India","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Prady","Pradyjk","RT @bharat_builder: Lol. Demonetization has fixed a lot, like stone pelters, corruption, black money, join crunch, global warming, racism,…","0.18","0.33","POSITIVE"
"Manu Gupta offline","KnpManu","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Suraj Hasani","Suraj_Hasani","RT @FastNewsDelhi: Must Read-&gt; How Modiji's step towards #Demonetization helped India from bigger ""DISASTER ""
#DemonetizationBenefits #Demo…","0.00","0.50","NEGATIVE"
"Siddharth Pandey","sid221B","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"jigar chapadia","jigar_chapadia","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"thawheed now","thawheednow","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Srinivas Hariharan","srini_hariharan","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"SK","syameshk","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Avanti Kesavan","AvantiKesavan","@RBI @narendramodi @UrjitPatelRBI please find attached document. please help sir and restore our faith in the syste… https://t.co/kb70k2S7bm","0.00","0.00","NEGATIVE"
"Nick of Time","mhanthung","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Vikas Rao Rathore","dubious_source","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Amol Tikam","AmolTikam","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Anshul Kunwar","iAnshulKunwar","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Yo!! Paisan.....","sairamufc","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Frank F","Lightrider","RT @JustinSandefur: Can cash -- or the end of cash -- end poverty in India?
https://t.co/LffZzfOKf8
Feat. @arvindsubraman and @MartinRavall…","0.00","0.00","NEGATIVE"
"Ravi.","Ravisrkian","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"A Diofasi","adiofasi","RT @JustinSandefur: Can cash -- or the end of cash -- end poverty in India?
https://t.co/LffZzfOKf8
Feat. @arvindsubraman and @MartinRavall…","0.00","0.00","NEGATIVE"
"Bedit Banerjee","bedit","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"hkb","askhkb","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Sachin Dixit","sachindixit2002","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"chirag sharma","Dchiragsharma","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"'San'urai Jack!","ItsRaichura","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Captain Draco 🐸","DracoToxx","@amazingatheist @DrunkenPeasants @KaiserScoopy @PaulsEgo So, do you guys not smoke on camera anymore due to the demonetization BS?","-0.13","0.38","NEGATIVE"
"Ashutosh Kumthekar","ashk418","@HDFCBank_Cares The issue is not shortage but the charge for withdrawal from other ATM. Paid charges during demonet… https://t.co/nqx7LTvdLs","-0.13","0.38","NEGATIVE"
"Arpita","arpitasingh901","RT @Stupidosaur: And your existing moneis will also be denied to you, as we saw during West pushed 'demonetization', unless you do their bi…","0.00","0.00","NEGATIVE"
"Chanchala","chakshi_j7","RT @chakshi_j7: @narendramodi @PMOIndia if demonetization can happen why not stop #PrivateSchoolFeeHikeAtrocity ...u r d hope @bjparvind","0.00","0.00","NEGATIVE"
"Yogi Simpson","farzibanda","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Bhaad mein Ja","rsonawat","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Shabih Hasan","ShabihHasan","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Spencer Karter","SpencerKarter","If it wasn't for #YouTuber #PhilipDeFranco, I wouldn't know about #YouTube's #Demonetization #PRnightmare long time ago. #AdsenseGate","-0.05","0.40","NEGATIVE"
"Shayani Chattrjee","Shayanijee","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Raj","rajneeshk","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Michael Bartell","michaeljoba","RT @JustinSandefur: Can cash -- or the end of cash -- end poverty in India?
https://t.co/LffZzfOKf8
Feat. @arvindsubraman and @MartinRavall…","0.00","0.00","NEGATIVE"
"anurag arya","garunaarya","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Sujit Das |ସୁଜିତ ଦାସ","dassujit","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Ashutosh Pandey","ashby_56","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"vaticancatholic.com","vaticancatholic","51 second video: YouTube demonetization - Gun-related channels hit by demonetization campaign -… https://t.co/Rg6ULZEnrN","0.00","0.00","NEGATIVE"
"The Anarchy Man  Ⓐ","Anarchified","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Green Panther","Man_Of_LetteRss","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Hindu Rashtra","sparsh9999","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"David Lyon FX","DavidLyonFX","India Oil Demand Shrinks 3rd Month Amid Demonetization Drag

https://t.co/ysaQyno3dU https://t.co/Ayj1S8jnx5","-0.05","0.04","NEGATIVE"
"atul","AtulMohan2","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"gautam hegde","gautam4manutd","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Akshay Thakur","mechengg1101","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Tejas Gorasia","tejasgorasia","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Arpit","ASSHOLINESSS","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Shakti Shetty","Shakti_Shetty","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"The DAWN","I_got_no_game","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Srikanth","rsrikanth05","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Vivek","kaul_vivek","@talktoashish @Equitymaster Not really when we are still 26% away from the pre demonetization level","-0.10","0.20","NEGATIVE"
"लव सिंह","itsLuvSingh","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"sounak sengupta","itss_sengupta","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Rohit Ranjan","RohitR_1994","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Pavan K.Tiwari","iPavanTiwari","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Tarun Gupta","GmaTarunkumar","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"innuendo","innuendum","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Sneha Patel","SnehaLetap","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Tarrell Bellinger","olderbrother21","RT @SpencerKarter: @olderbrother21 Don't worry pal! I'm getting this #YouTube #Video an #Appeal for 2nd time. I hate #AdsenseGate #Demoneti…","-0.40","0.45","NEGATIVE"
"Spencer Karter","SpencerKarter","@olderbrother21 Don't worry pal! I'm getting this #YouTube #Video an #Appeal for 2nd time. I hate #AdsenseGate… https://t.co/Tf7gjHTcQZ","-0.40","0.45","NEGATIVE"
"Shounen Knightz","ShounenKnightz","RT @gatta1000: I liked a @YouTube video from @shounenknightz https://t.co/xiEFVMcGUj Quiting Youtube FIASCO &amp; DEMONETIZATION Ad Boycott EXP…","0.60","0.80","POSITIVE"
"Tarit Sanyal.@tarits","198f89da414a49c","RT @geetv79: How Demonetization Helped Govt Formation❓
The Loot Helped in 
MLA Shopping, Subverting Mandates 
@KilaFateh @rkhuria @gops333…","0.00","0.00","NEGATIVE"
"Average Savage","RightWingDoctor","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Adheesh Mishra","Adheesh_86","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Rohan Vichare","rohaanvichare","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"s.m","samikm_2003","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Sagar Satpute","ssagar_satpute","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Raghuraman R","raghuraman_r","Use of cash gains as digital modes slump https://t.co/59YixPLFSj 'Demonetization' was always #CoModi :x","0.00","0.00","NEGATIVE"
"Varun M Mudgal","varunhbkmudgal","@vikashkumarran1 @eparitosh @Reamy05 @Banarasi_Hindu @ArvindKejriwal @sureshnakhua @krishnpria @SV99999 @dwimidhaM… https://t.co/FFQauJygw4","0.00","0.00","NEGATIVE"
"AnalyseAbhishek","abhishekthakur","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Pankaj Chaudhry","chaudhry_pankaj","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"illegal Quota IITian","TheTalkingHead2","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Ram Vyavahare","ramrenuv","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
"Sandeep Jaat","sandykishan123","RT @hindustanse: #Mind_it.....Arnab Goswami slams Pathological Liar scam king @ArvindKejriwal 👈🙉🐷🐀 for opposing #demonetization https://t.c…","0.00","0.00","NEGATIVE"
"Bhupendra Yadav","bhoopieyadav","LITTLE BLACK MONEY AFTER DEMONETIZATION. Mahesh Shah alone declared three times more money. https://t.co/TdvkDZsQo8… https://t.co/KA9dX7xMsJ","0.05","0.48","POSITIVE"
"bullet","aridongri","RT @rahulroushan: Prohibition is Demonetization 2.0: You kept quiet when poor men's tobacco-gutkha was banned, now they'll love your Englis…","0.03","0.51","POSITIVE"
