name,screen_name,text,polarity,subjectivity,label
_ŸŒ_ à_¨à_®à¥‹ à__à_•à¥çà__ _Ÿ™‹,modiji77,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
KelleyAnne,AlwaystrumpOrg,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Kuppa Swamy,piyushjswl05,RT @GreatGameIndia: .@ashwani_mahajan @s_navroop @WG_Burton @AnkitLal Exclusive research on the global #WarOnCash #Demonetization and #Cashâ€_,0,0,NEGATIVE
Mirrennium Ri,Xm_riX,I liked a @YouTube video https://t.co/5cMECi7I1p YouTube Demonetization is Completely F*cking Random,0.05,0.65,POSITIVE
Aakruthi,aakruthireddy,The Rise and Fall of Gold Prices after Demonetization in India article by Motilal Oswal Financial Services https://g https://t.co/vnOEtousjZ,0,0,NEGATIVE
koshurhaakh,rjvraina,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Ravi Saraogi,ravi_saraogi,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Nasrin Qureshi,97b63c4d534546d,"RT @KyaKaise: 25 viewer Questions about YouTube Demonetization and the latest developments, answered. 25 sawaal YouTube demonetizâ€_https://â€_",0.5,0.9,POSITIVE
Phil,phigi,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Manohar parikar Club,manoharparika,RT @manoharparrikar: Demonetization has struck the core of terror funding &amp; PM @narendramodi ji in his speech today emphasized on continuinâ€_,0,0,NEGATIVE
James Jimmy Cieloha,jamesjimcie,RT @SpencerKarter: Four of My #YouTube #Videos Not #AdvertiserFriendly? #EpicFAIL! https://t.co/JnKNfePbit via @YouTube #AdsenseGate #Demonâ€_,0,0,NEGATIVE
Shari Stott _Ÿ‡º_Ÿ‡¸,realShariStott,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
BÄºÃ_Äçk Äêevil,ajakkumama9,RT @fidonomics: Current best is #Pichaikaran  .. Hope everyone remembers those #Demonetization effect promos,0.5,0.35,POSITIVE
Spencer Karter,SpencerKarter,Four of My #YouTube #Videos Not #AdvertiserFriendly? #EpicFAIL! https://t.co/JnKNfePbit via @YouTube #AdsenseGate #Demonetization,0,0,NEGATIVE
From Truth: Unity,e_veritas_unum,#Demonetization strikes again. This is a #CallToAction for @JohnCanales3 aka Mouthy Buddha. He needs our help! https://t.co/MCu0ddaAhv,0,0,NEGATIVE
à_¬à¥çà_°à¥‹.,TheOfficialBhai,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Steel 360 Magazine,360Steel,Demonetization Impact was Short-lived: Tata Sponge MD https://t.co/yuVtv2Pwj8,0,0,NEGATIVE
Wayfarer,myselfpradeep_,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
H.,Miister_H,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
_ŸŒ__Ÿ‡º_Ÿ‡¸K.J. Pritchard,KJPritchard4,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Sanjeev Shrivastav,sanjeevkumar11,Demonetization should be considered just as a beginning of fight against corruption in India.... @narendramodi @PMOIndia,0,0,NEGATIVE
Dilawar,TheShaikh_,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Vedant Sharma,vedants820,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Shehnaz Baloch,W0rldHistory,@sameer_polonium @Harsh02251420 @misssoniaahmed @sardarsikh1 @shribuddha Collapse of small-medium business due to demonetization. Wah _Ÿ˜„,-0.13,0.38,NEGATIVE
RK Nayak,RKparadox,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Priyal Kamli,priyalkamli1394,"If you think India is poor, try demonetization once in your country. #Snapchat @evanspiegel",-0.4,0.6,NEGATIVE
Priyal Kamli,priyalkamli1394,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Wahab Butt,wahabtariqbutt,"RT @lamboomishra: but Babaji had told us that demonetization has stopped terrorism and stone pelting...phir why  ""Sinking Valley"" ? woh bhiâ€_",0,0,NEGATIVE
à_¸à__à¥çà_¿à__à___Ÿ‡®_Ÿ‡_,iSatchit,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Asmeet Collection,asmeetfav,Implementation Guide on Auditorâ€™s Report in CARO containing reporting on demonetization period transactions an dÂ Sâ€_ https://t.co/L92jwWN4bs,0,0,NEGATIVE
Bishal,_Bishal20_,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Suhana,suhanabhavishya,"RT @bjpsamvad: India exports grow fastest in 5 years in 2016-17, despite demonetization#TrustBJP https://t.co/PK9qO92K4N",0,0,NEGATIVE
â˜† r i a Ã± a â˜†,dinyrose31,RT @RAJUPAUNIKAR: DEMONETIZATION https://t.co/sKXxxSRiXN,0,0,NEGATIVE
Ek Aur Cynic,EkAurCynic,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Shehnaz Baloch,W0rldHistory,"@sameer_polonium @Harsh02251420 @misssoniaahmed @sardarsikh1 @shribuddha Yes Endians with demonetization, 200 deaths, know economics better",0.5,0.5,POSITIVE
@Krishnam39,Krishnam39,RT @Janamejayan: Demonetization was the biggest reward &amp; purchase of money bags who cheated on bank loans! Lakhs of crores involved.,0,0,NEGATIVE
Idiot'story,TheIdiotstory,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Asmeet Shah,asmeetshah,Implementation Guide on Auditorâ€™s Report in CARO containing reporting on demonetization period transactions an dÂ SBN https://t.co/0XmNrhefmS,0,0,NEGATIVE
Gaurav Jain,gauravcam,How Demonetization Affected Travelers From Around The World https://t.co/dbuSSTfWTo #lifehacks,0,0,NEGATIVE
KRUTIK,KRUTIK126,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Abhishek Pal,EndOfAbhishek,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Rohan K.P,definitwa1708,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Kaushik,KaushikPandya48,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Amitabh Poddar,AmitabhPoddar1,"RT @bjpsamvad: India exports grow fastest in 5 years in 2016-17, despite demonetization#TrustBJP https://t.co/PK9qO92K4N",0,0,NEGATIVE
à__à_‚à_¡ à_…à_¶à¥‹à_•,MKankunj,"RT @sanjeetbisht: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Ricky Lee,Rickylee170,YouTube demonetization: Young Turks maintains silence and more people ar... https://t.co/JCwfJ7bhz8,0.3,0.45,POSITIVE
Er. Satyaâœ’,NaMo_Satya,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
CA Pawan Shetty,CA_Pawan_Shetty,@Vidyut .demonetization shud be carried periodically to discourage cash hoardings. Of course not in way last time carried out.,0,0.07,NEGATIVE
CA Pawan Shetty,CA_Pawan_Shetty,@Vidyut .. On ur question of cashless &amp; demonetization. I am a CA and I know ground realities. Just have a casual chat with ur CA.,-0.5,0.87,NEGATIVE
_Ÿ‘‘Kanika_Ÿ‘‘,Crazykanika,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Amit Jain,amsrjn,"Reason why most Govts do nothing:- After all that is being done like GST, demonetization, agri, power, rlws, this iâ€_ https://t.co/kSSaUc8BUG",0.5,0.5,POSITIVE
imirfan,imirfan77,I liked a @YouTube video https://t.co/B0mDnZ5ZVH Youtube Demonetization se related 25 sawaal. à¥¨à¥« à_¸à_µà__à__,0.3,0.6,POSITIVE
Manoharsingh,ManoharsinghA,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Panromir,panromir,@VeryAngryHobbit @eddie_ebert @thunderf00t The statement itself was a joke. Sargon never honestly complained aboutâ€_ https://t.co/ugILMultsG,0.15,0.2,POSITIVE
Reena Satin,ReenaSatin,"à´_àµ€à´ª à´–à´_à´_àµ_ on FB:Weren't we told that demonetization had 'solved' all the trouble in Kashmir and 'tamed' the stone-pelters for good?",0.25,0.4,POSITIVE
Guisan,DeGuisan,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Jorge Tamez,jorgeftamez,"RT @RubinOfAkkad: Me, a skeptic youtuber who is upset about demonetization of my videos:""Capitalism and deregulation are good""",0.7,0.6,POSITIVE
RamKumar,Rock__Ram,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Khan Aadil,KhanAadil15,"RT @sanjeetbisht: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Frank Shankly,ShanklyMrFrank,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
sanjeet bisht,sanjeetbisht,"Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor!#Snapchat",-0.06,0.68,NEGATIVE
Janamejayan,Janamejayan,Demonetization was the biggest reward &amp; purchase of money bags who cheated on bank loans! Lakhs of crores involved.,0,0,NEGATIVE
DIVYESH,dvkikh,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Colors of Love,Precious7ven,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Pooja,janagal_pooja,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Devangana Singh,devanganas3,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
ayush agarwal,ayush2499,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
LillyFam_Ÿ’‹,ShivaniGaonkar2,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Elena Haskins,ElenaHaskins,RT @GreatGameIndia: .@ashwani_mahajan @s_navroop @WG_Burton @AnkitLal Exclusive research on the global #WarOnCash from an Indian perspectivâ€_,0,0,NEGATIVE
Elena Haskins,ElenaHaskins,RT @GreatGameIndia: .@ashwani_mahajan @s_navroop @WG_Burton @AnkitLal Exclusive research on the Global #WarOnCash: Target #India @Devinder_â€_,0,0,NEGATIVE
Elena Haskins,ElenaHaskins,RT @GreatGameIndia: .@ashwani_mahajan @s_navroop @WG_Burton @AnkitLal Exclusive research on the global #WarOnCash #Demonetization and #Cashâ€_,0,0,NEGATIVE
Deepak yadav,deepakdv217,"RT @ChitrangBisht: #Snapchat CEO worth - 4billion Just 1% of wht came of as black money frm INDIANS during DEMONETIZATION Get rich then tâ€_",0.17,0.43,POSITIVE
Asmank Sharma,AsmankSharma,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
MeDNikhil,Nikhil2612,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
SHREEKRISHNA. B,srb_bellu,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
chitrang singh bisht,ChitrangBisht,"#Snapchat CEO worth - 4billion Just 1% of wht came of as black money frm INDIANS during DEMONETIZATION Get rich then think abut IND market",0.17,0.43,POSITIVE
Ritu Chadha Sahni,Sahni_ritu,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Gaurav Mishra,GauravM895202,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Trinh Nguyen,TrinhDieuNguyen,Demonetization Is Catalyzing Digital Payments Growth in India https://t.co/mKBuS0tOmc,0,0,NEGATIVE
â˜†,05apuuuuu,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Michael Levandi,mikelevandi,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
PM MODI bot,BotByROP,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Ayush Gupta,gptayu,"Dear @evanspiegel India is so rich that PM @narendramodi ji had to implement demonetization to find out who is actually poor!#Snapchat",-0.06,0.68,NEGATIVE
Messi Bhai,sandywaves07,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
A.S,AlkeshSolomon,RT @yksingh26: Wasn't #DeMonetisation supposed to curb stone pelting ?Didn't we hear voices propagating theories that Demonetization has drâ€_,0,0,NEGATIVE
Gaurav Raj,jarvaruag,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Anti- Conversion,anti_conversion,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Aswith,shenoy316,"@RazdanNidhi Also to hail modi and his development he brought without mentioning his degree , where he sold chai anâ€_ https://t.co/3S1SeScPY4",0,0,NEGATIVE
Luttapi,Luttapi2,RT @yksingh26: Wasn't #DeMonetisation supposed to curb stone pelting ?Didn't we hear voices propagating theories that Demonetization has drâ€_,0,0,NEGATIVE
Mehek,MehekF,RT @yksingh26: Wasn't #DeMonetisation supposed to curb stone pelting ?Didn't we hear voices propagating theories that Demonetization has drâ€_,0,0,NEGATIVE
Annie Lowrey,AnnieLowrey,RT @CGDev: This Tuesday join #CGDTalks discussion on #India's econ w/ @arvindsubraman &amp; moderated by @AnnieLowrey https://t.co/blTu79faHP,0,0,NEGATIVE
shan,thikalbrad,RT @yksingh26: Wasn't #DeMonetisation supposed to curb stone pelting ?Didn't we hear voices propagating theories that Demonetization has drâ€_,0,0,NEGATIVE
solange pedreira,solangepedreir1,RT @CardFlash: Indian Diaspora Prepaid Cards Lead Government Demonetization Mandate https://t.co/i1YbPXTdh4 #payments https://t.co/wUO774x1â€_,0,0,NEGATIVE
Aseem Kaushik,UskiWhiskey,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
blank,only_brain,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
â™_à_•à_¿à_‚à_— à_“à_¨à¥€à_¯à_¨â™_,The_KingOnion,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Sauce,BotSaucin,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Sagar Lohatkar,Sagar_23oct,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
rushali,rushalisehgal,"RT @aaanupriyaaa: Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually pooâ€_",0.19,0.42,POSITIVE
Thee Mademoiselle â™”,TheeMlle,Just witnessed my first demonetization _Ÿ˜«_Ÿ˜«_Ÿ˜«. WTF,-0.13,0.67,NEGATIVE
Christopher Danvers,kingofpayments,RT @CardFlash: Indian Diaspora Prepaid Cards Lead Government Demonetization Mandate https://t.co/i1YbPXTdh4 #payments https://t.co/wUO774x1â€_,0,0,NEGATIVE
A N U P R I Y A,aaanupriyaaa,"Dear @evanspiegel India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor!#Snapchat",-0.06,0.68,NEGATIVE
Arch Dornan,_archdornan_,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Meena,mgrg7,RT @GreatGameIndia: .@ashwani_mahajan @s_navroop @WG_Burton @AnkitLal Exclusive research on the global #WarOnCash #Demonetization and #Cashâ€_,0,0,NEGATIVE
AARYAN _Ÿ˜‹ FAN DAY,real_srkian,"RT @SaifWoww: America's MOAB killed 36 people   ...India's Demonetization 150 India &gt;&gt;&gt;&gt;&gt;America",-0.2,0,NEGATIVE
Jeremiah Simpson,EnwroughtDreams,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Brad,Brad_D80,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
_Ÿ_©_Ÿ”¯=D=à_°à__à_œà_ªà¥‚à__=S=_Ÿ”¯_Ÿ_©,_DSRajput,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Prince of All Satans,PenitusVox,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Shaun Tucker,ShaunTucker44,"If you don't understand all this Advertiser Boycott/YouTube Demonetization that's going on, I just posted a video explaining it...",0,0,NEGATIVE
Rushabh Doshi,RushabhJD,"RT @mkatju: people have got stunts like, Swachata Diwas,Yoga Day, Demonetization,anti-Romeo drives,gau rakshaks,etc.Yet de have voted forâ€_",0,0,NEGATIVE
Gyan Srivastava,Gyan198,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Rawat Singh Tomar,tomarrawat,"RT @AmiteshK01: 3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes inâ€_",0,0,NEGATIVE
Amitesh Kumar,AmiteshK01,"3 Years of BJP in Power, #Demonetization still @sagarikaghose @BDUTT @RanaAyyub getting money from Pak...Still loopholes in Hawala trade",0,0,NEGATIVE
Amresh _Ÿ…°ï¸èï¸è_Ÿ…°ï¸èï¸è_Ÿ…¿ï¸èï¸è,amreshkr612,@aLadyDon @drjatinanand @SwetaSinghAT video is real !! this comes very beginning of Demonetization she and Tihari câ€_ https://t.co/1rG6Cs28AH,0.26,0.3,POSITIVE
TS//SI//NOFORN//LOL,MKUltraSperg,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Yash Dave,yashdave30,"If government treasury increased at the time of demonetization, then idiots like CEO of Snapchat wouldn't have used such words. #Snapchat",-0.4,0.65,NEGATIVE
Democracy in Asia,PuravaPakash,"RT @MilanV: JP Morgan notes that economic data has begun to revert to mean, post-demonetization https://t.co/rLr6wGdeaa",-0.06,0.44,NEGATIVE
Pradeep Tripathi,ptripps,"RT @ptripps: @DrKumarVishwas This is really a concern. Like demonetization, a daring step taken on 8th Nov, would urge Hon PM to announce aâ€_",0.2,0.2,POSITIVE
Dinesh thalapathy,Dine4vj,RT @fidonomics: Current best is #Pichaikaran  .. Hope everyone remembers those #Demonetization effect promos,0.5,0.35,POSITIVE
isabella,isabell08481837,"RT @Timcast: Youtube flags my videos for demonetization then after most people have already watched them they will reinstate ads, thus I geâ€_",0.5,0.5,POSITIVE
Pradeep Tripathi,ptripps,"@DrKumarVishwas This is really a concern. Like demonetization, a daring step taken on 8th Nov, would urge Hon PM toâ€_ https://t.co/zkmSttyjw0",0.2,0.2,POSITIVE
SAIF SAIF SAIF,SaifiansCaptain,"RT @SaifWoww: America's MOAB killed 36 people   ...India's Demonetization 150 India &gt;&gt;&gt;&gt;&gt;America",-0.2,0,NEGATIVE
CardFlash News,CardFlash,Indian Diaspora Prepaid Cards Lead Government Demonetization Mandate https://t.co/i1YbPXTdh4 #payments https://t.co/wUO774x1Aq,0,0,NEGATIVE
Leah,leahcy6,"RT @inNatGeo: See how demonetization boosted economy for digitization yet perturbed many citizens, on India Remonetized premiering 20th Aprâ€_",0.25,0.25,POSITIVE
Ashok Shetty,savidhyashok,"@sardesairajdeep And we were told Demonetization has neutralized all the Black Money in Politics.Then are this eleâ€_ https://t.co/haL54r3g73",-0.17,0.43,NEGATIVE
andrewmuto,andrewmuto,The YouTube demonetization fairy made a visit to a video of mine last night. I feel the @NM_NickNocturne rage nowâ€_,0,0.07,NEGATIVE
Nakul Pandey,nakul_sep22,"@narendramodi Dada,Im suffering with financial crisis &amp; I use RupayCard everytime after u announce demonetization but still waiting fr prize",0,0,NEGATIVE
capribleu,capribleu,"And u expect me to be grateful for the restraint u have shown? Ok demonetization has demon in it , demon has omen in it... Need I say more?",0.5,0.5,POSITIVE
CLASSY SAIFIANâ˜”,SaifWoww,"America's MOAB killed 36 people   ...India's Demonetization 150 India &gt;&gt;&gt;&gt;&gt;America",-0.2,0,NEGATIVE
RB4CHANGE,RameshBhardwaj2,@RajatSharmaLive @ManojTiwariMP @ArvindKejriwal @indiatvnews Jst finished AAP KI ADALAT Prog.  I wanted  today's shâ€_ https://t.co/xTw2TI8N2Q,0,0,NEGATIVE
